year,title,authors,journal,species,gene_pathways,phenotypes,genes_found,abstract,doi,pmid,mesh,pmcid,dataset
2024,Extended culture of 2D gastruloids to model human mesoderm development.,"Chen Bohan, Khan Hina, Yu Zhiyuan, Yao LiAng, Freeburne Emily, Jo Kyoung, Johnson Craig, Heemskerk Idse",bioRxiv : the preprint server for biology,human,Nodal; BMP,Primitive streak / mesoderm induction; Experimental variability / robustness,bmp4; cripto,"Micropatterned human pluripotent stem cells (hPSCs) treated with BMP4 (2D gastruloids) are among the most widely used stem cell models for human gastrulation. Due to its simplicity and reproducibility, this system is ideal for high throughput quantitative studies of tissue patterning and has led to many insights into the mechanisms of mammalian gastrulation. However, 2D gastruloids have only been studied up to 48h. Here we extended this system to 96h. We discovered a phase of highly reproducible morphogenesis during which directed migration from the primitive streak-like region gives rise to a mesodermal layer beneath an epiblast-like layer. Multiple types of mesoderm arise with striking spatial organization including lateral mesoderm-like cells on the colony border and paraxial mesoderm-like further inside the colony. Single cell transcriptomics showed strong similarity of these cells to mesoderm in human and non-human primate embryos. However, our data suggest that the annotation of the reference human embryo may need to be revised. This illustrates that extended culture of 2D gastruloids provides a powerful model for human mesoderm differentiation and morphogenesis.",10.1101/2024.03.21.585753,38585971,,10996563.0,gastruloid
2024,CDX2 dose-dependently influences the gene regulatory network underlying human extraembryonic mesoderm development.,"Bulger Emily A, McDevitt Todd C, Bruneau Benoit G",bioRxiv : the preprint server for biology,human,Wnt,Elongation; Primitive streak / mesoderm induction,wnt,"Proper regulation of gene dosage is critical for the development of the early embryo and the extraembryonic tissues that support it. Specifically, loss of <i>Cdx2 in vivo</i> leads to stunted development of the allantois, an extraembryonic mesoderm-derived structure critical for nutrient delivery and waste removal in the early embryo. In this study, we investigate how CDX2 dose-dependently influences the gene regulatory network underlying extraembryonic mesoderm development. We generate an allelic series for <i>CDX2</i> in human induced pluripotent stem cells (hiPSCs) consisting of WT, heterozygous, and homozygous null <i>CDX2</i> genotypes, differentiate these cells in a 2D gastruloid model, and subject these cells to multiomic single nucleus RNA and ATAC sequencing. We identify several genes that CDX2 dose-dependently regulate cytoskeletal integrity and adhesiveness in the extraembryonic mesoderm population, including regulators of the VEGF, canonical WNT, and non-canonical WNT signaling pathways. Despite these dose-dependent gene expression patterns, snATAC-seq reveals that heterozygous CDX2 expression is capable of inducing a WT-like chromatin accessibility profile, suggesting accessibility is not sufficient to drive gene expression when the CDX2 dosage is reduced. Finally, because the loss of CDX2 or TBXT phenocopy one another <i>in vivo</i>, we compare differentially expressed genes in our CDX2 knock-out model to those from TBXT knock-out hiPSCs differentiated in an analogous experiment. This comparison identifies several communally misregulated genes that are critical for cytoskeletal integrity and tissue permeability, including <i>ANK3</i> and <i>ANGPT1</i>. Together, these results clarify how CDX2 dose-dependently regulates gene expression in the extraembryonic mesoderm and suggest these genes may underlie the defects in vascular development and allantoic elongation seen in the absence or reduction of CDX2 <i>in vivo</i>.",10.1101/2024.01.25.577277,38328098,,10849648.0,gastruloid
2023,Modeling post-implantation stages of human development into early organogenesis with stem-cell-derived peri-gastruloids.,"Liu Lizhong, Oura Seiya, Markham Zachary, Hamilton James N, Skory Robin M, Li Leijie, Sakurai Masahiro, Wang Lei, Pinzon-Arteaga Carlos A, Plachta Nicolas, Hon Gary C, Wu Jun",Cell,human,Nodal,Primitive streak / mesoderm induction; Self-organization,cripto,"In vitro stem cell models that replicate human gastrulation have been generated, but they lack the essential extraembryonic cells needed for embryonic development, morphogenesis, and patterning. Here, we describe a robust and efficient method that prompts human extended pluripotent stem cells to self-organize into embryo-like structures, termed peri-gastruloids, which encompass both embryonic (epiblast) and extraembryonic (hypoblast) tissues. Although peri-gastruloids are not viable due to the exclusion of trophoblasts, they recapitulate critical stages of human peri-gastrulation development, such as forming amniotic and yolk sac cavities, developing bilaminar and trilaminar embryonic discs, specifying primordial germ cells, initiating gastrulation, and undergoing early neurulation and organogenesis. Single-cell RNA-sequencing unveiled transcriptomic similarities between advanced human peri-gastruloids and primary peri-gastrulation cell types found in humans and non-human primates. This peri-gastruloid platform allows for further exploration beyond gastrulation and may potentially aid in the development of human fetal tissues for use in regenerative medicine.",10.1016/j.cell.2023.07.018,37478861,"Animals; Female; Humans; Pregnancy; Cell Differentiation; Embryo Implantation; Embryo, Mammalian; Embryonic Development; Gastrulation; Organogenesis; Pluripotent Stem Cells; Primates",,gastruloid
2023,Recording morphogen signals reveals origins of gastruloid symmetry breaking.,"McNamara Harold M, Solley Sabrina C, Adamson Britt, Chan Michelle M, Toettcher Jared E",bioRxiv : the preprint server for biology,mammalian,Wnt,AP axis / symmetry breaking; Primitive streak / mesoderm induction; Self-organization; Experimental variability / robustness,wnt,"When cultured in three dimensional spheroids, mammalian stem cells can reproducibly self-organize a single anterior-posterior axis and sequentially differentiate into structures resembling the primitive streak and tailbud. Whereas the embryo's body axes are instructed by spatially patterned extra-embryonic cues, it is unknown how these stem cell gastruloids break symmetry to reproducibly define a single anterior-posterior (A-P) axis. Here, we use synthetic gene circuits to trace how early intracellular signals predict cells' future anterior-posterior position in the gastruloid. We show that Wnt signaling evolves from a homogeneous state to a polarized state, and identify a critical 6-hour time period when single-cell Wnt activity predicts future cellular position, prior to the appearance of polarized signaling patterns or morphology. Single-cell RNA sequencing and live-imaging reveal that early Wnt-high and Wnt-low cells contribute to distinct cell types and suggest that axial symmetry breaking is driven by sorting rearrangements involving differential cell adhesion. We further extend our approach to other canonical embryonic signaling pathways, revealing that even earlier heterogeneity in TGF<sub>β</sub> signaling predicts A-P position and modulates Wnt signaling during the critical time period. Our study reveals a sequence of dynamic cellular processes that transform a uniform cell aggregate into a polarized structure and demonstrates that a morphological axis can emerge out of signaling heterogeneity and cell movements even in the absence of exogenous patterning cues.",10.1101/2023.06.02.543474,37333235,,10274695.0,gastruloid
2023,Gastruloid-derived primordial germ cell-like cells develop dynamically within integrated tissues.,"Cooke Christopher B, Barrington Christopher, Baillie-Benson Peter, Nichols Jennifer, Moris Naomi","Development (Cambridge, England)",mouse,,Primitive streak / mesoderm induction; Germ layer specification,,"Primordial germ cells (PGCs) are the early embryonic precursors of gametes - sperm and egg cells. PGC-like cells (PGCLCs) can currently be derived in vitro from pluripotent cells exposed to signalling cocktails and aggregated into large embryonic bodies, but these do not recapitulate the native embryonic environment during PGC formation. Here, we show that mouse gastruloids, a three-dimensional in vitro model of gastrulation, contain a population of gastruloid-derived PGCLCs (Gld-PGCLCs) that resemble early PGCs in vivo. Importantly, the conserved organisation of mouse gastruloids leads to coordinated spatial and temporal localisation of Gld-PGCLCs relative to surrounding somatic cells, even in the absence of specific exogenous PGC-specific signalling or extra-embryonic tissues. In gastruloids, self-organised interactions between cells and tissues, including the endodermal epithelium, enables the specification and subsequent maturation of a pool of Gld-PGCLCs. As such, mouse gastruloids represent a new source of PGCLCs in vitro and, owing to their inherent co-development, serve as a novel model to study the dynamics of PGC development within integrated tissue environments.",10.1242/dev.201790,37526602,"Male; Mice; Animals; Semen; Germ Cells; Endoderm; Cells, Cultured; Signal Transduction; Cell Differentiation",10508693.0,gastruloid
2023,TBXT dose sensitivity and the decoupling of nascent mesoderm specification from EMT progression in 2D human gastruloids.,"Bulger Emily A, Muncie-Vasic Ivana, Libby Ashley R G, McDevitt Todd C, Bruneau Benoit G",bioRxiv : the preprint server for biology,human,,AP axis / symmetry breaking; Primitive streak / mesoderm induction,,"In the nascent mesoderm, levels of Brachyury (TBXT) expression must be precisely regulated to ensure cells exit the primitive streak and pattern the anterior-posterior axis, but how this varying dosage informs morphogenesis is not well understood. In this study, we define the transcriptional consequences of TBXT dose reduction during early human gastrulation using human induced pluripotent stem cell (hiPSC)-based models of gastrulation and mesoderm differentiation. Multiomic single-nucleus RNA and single-nucleus ATAC sequencing of 2D gastruloids comprised of WT, TBXT heterozygous (TBXT-Het), or TBXT null (TBXT-KO) hiPSCs reveal that varying TBXT dosage does not compromise a cell's ability to differentiate into nascent mesoderm, but that the loss of TBXT significantly delays the temporal progression of the epithelial to mesenchymal transition (EMT). This delay is dependent on TBXT dose, as cells heterozygous for TBXT proceed with EMT at an intermediate pace relative to WT or TBXT-KO. By differentiating iPSCs of the allelic series into nascent mesoderm in a monolayer format, we further illustrate that TBXT dose directly impacts the persistence of junctional proteins and cell-cell adhesions. These results demonstrate that EMT progression can be decoupled from the acquisition of mesodermal identity in the early gastrula and shed light on the mechanisms underlying human embryogenesis.",10.1101/2023.11.06.565933,37986746,,10659276.0,gastruloid
2023,A New Approach to Generate Gastruloids to Develop Anterior Neural Tissues.,"Girgin Mehmet, Broguiere Nicolas, Mattolini Lorenzo, Lutolf Matthias",Bio-protocol,mouse,Wnt,Primitive streak / mesoderm induction; Germ layer specification,wnt,"Embryonic development is a complex process integrating cell fate decisions and morphogenesis in a spatiotemporally controlled manner. Previous studies with model organisms laid the foundation of our knowledge on post-implantation development; however, studying mammalian embryos at this stage is a difficult and laborious process. Early attempts to recapitulate mammalian development in vitro begun with embryoid bodies (EBs), in which aggregates of mouse embryonic stem cells (mESCs) were shown to differentiate into spatially arranged germ layers. A more revised version of EBs, gastruloids, improved the germ layer differentiation efficiency and demonstrated cell fate patterning on multiple axes. However, gastruloids lack anterior neural progenitors that give rise to brain tissues in the embryo. Here, we report a novel culture protocol to coax mESCs into post-implantation epiblast-like (EPI) aggregates in high throughput on bioengineered microwell arrays. We show that upon inhibition of the Wnt signaling pathway, EPI aggregates establish an extended axial patterning, leading to co-derivation of anterior neural progenitors and posterior tissues. Our approach is amenable to large-scale studies aimed at identifying novel regulators of gastrulation and anterior neural development that is currently out of reach with existing embryoid models. This work should contribute to the advancement of the nascent field of <i>synthetic embryology</i>, opening up exciting perspectives for various applications of pluripotent stem cells in disease modeling and tissue engineering. Key features A new gastruloid culture system to model post-implantation mouse embryonic development in vitro High-throughput formation of epiblast-like aggregates on hydrogel microwells Builds upon conventional gastruloid cultures and provides insight into the role of Wnt signaling for the formation of anterior neural tissues Graphical overview.",10.21769/BioProtoc.4722,37497450,,10366998.0,gastruloid
2023,Pluripotent Stem Cells as a Model for Human Embryogenesis.,"Ávila-González Daniela, Gidi-Grenat Mikel Ángel, García-López Guadalupe, Martínez-Juárez Alejandro, Molina-Hernández Anayansi, Portillo Wendy, Díaz-Martínez Néstor Emmanuel, Díaz Néstor Fabián",Cells,human,,Primitive streak / mesoderm induction,,"Pluripotent stem cells (PSCs; embryonic stem cells and induced pluripotent stem cells) can recapitulate critical aspects of the early stages of embryonic development; therefore, they became a powerful tool for the in vitro study of molecular mechanisms that underlie blastocyst formation, implantation, the spectrum of pluripotency and the beginning of gastrulation, among other processes. Traditionally, PSCs were studied in 2D cultures or monolayers, without considering the spatial organization of a developing embryo. However, recent research demonstrated that PSCs can form 3D structures that simulate the blastocyst and gastrula stages and other events, such as amniotic cavity formation or somitogenesis. This breakthrough provides an unparalleled opportunity to study human embryogenesis by examining the interactions, cytoarchitecture and spatial organization among multiple cell lineages, which have long remained a mystery due to the limitations of studying in utero human embryos. In this review, we will provide an overview of how experimental embryology currently utilizes models such as blastoids, gastruloids and other 3D aggregates derived from PSCs to advance our understanding of the intricate processes involved in human embryo development.",10.3390/cells12081192,37190101,"Pregnancy; Female; Humans; Embryo, Mammalian; Pluripotent Stem Cells; Embryonic Development; Cell Lineage; Blastocyst",10136597.0,gastruloid
2023,Spatial Single Cell Analysis of Proteins in 2D Human Gastruloids Using Iterative Immunofluorescence.,"Freeburne Emily, Teague Seth, Khan Hina, Li Bolin, Ding Siyuan, Chen Bohan, Helms Adam, Heemskerk Idse",Current protocols,human,,Primitive streak / mesoderm induction; Germ layer specification,,"During development, cell signaling instructs tissue patterning, the process by which initially identical cells give rise to spatially organized structures consisting of different cell types. How multiple signals combinatorially instruct fate in space and time remains poorly understood. Simultaneous measurement of signaling activity through multiple signaling pathways and of the cell fates they control is critical to addressing this problem. Here we describe an iterative immunofluorescence protocol and computational pipeline to interrogate pattern formation in a 2D model of human gastrulation with far greater multiplexing than is possible with standard immunofluorescence techniques. This protocol and computational pipeline together enable imaging followed by spatial and co-localization analysis of over 27 proteins in the same gastruloids. We demonstrate this by clustering single cell protein expression, using techniques familiar from scRNA-seq, and linking this to spatial position to calculate spatial distributions and cell signaling activity of different cell types. These methods are not limited to patterning in 2D gastruloids and can be easily extended to other contexts. In addition to the iterative immunofluorescence protocol and analysis pipeline, Support Protocols for 2D gastruloid differentiation and producing micropatterned multi-well slides are included. © 2023 The Authors. Current Protocols published by Wiley Periodicals LLC. Basic Protocol 1: Iterative immunofluorescence Basic Protocol 2: Computational analysis pipeline Support Protocol 1: Generating micropatterned multi-well slides Support Protocol 2: Differentiation of 2D gastruloids.",10.1002/cpz1.915,37882990,Humans; Fluorescent Antibody Technique; Cell Differentiation; Cluster Analysis; Gastrulation; Single-Cell Analysis,11132115.0,gastruloid
2023,Haematopoietic development and HSC formation in vitro: promise and limitations of gastruloid models.,"Dijkhuis Liza, Johns Ayona, Ragusa Denise, van den Brink Susanne C, Pina Cristina",Emerging topics in life sciences,mammalian,,Primitive streak / mesoderm induction; Experimental variability / robustness,,"Haematopoietic stem cells (HSCs) are the most extensively studied adult stem cells. Yet, six decades after their first description, reproducible and translatable generation of HSC in vitro remains an unmet challenge. HSC production in vitro is confounded by the multi-stage nature of blood production during development. Specification of HSC is a late event in embryonic blood production and depends on physical and chemical cues which remain incompletely characterised. The precise molecular composition of the HSC themselves is incompletely understood, limiting approaches to track their origin in situ in the appropriate cellular, chemical and mechanical context. Embryonic material at the point of HSC emergence is limiting, highlighting the need for an in vitro model of embryonic haematopoietic development in which current knowledge gaps can be addressed and exploited to enable HSC production. Gastruloids are pluripotent stem cell-derived 3-dimensional (3D) cellular aggregates which recapitulate developmental events in gastrulation and early organogenesis with spatial and temporal precision. Gastruloids self-organise multi-tissue structures upon minimal and controlled external cues, and are amenable to live imaging, screening, scaling and physicochemical manipulation to understand and translate tissue formation. In this review, we consider the haematopoietic potential of gastruloids and review early strategies to enhance blood progenitor and HSC production. We highlight possible strategies to achieve HSC production from gastruloids, and discuss the potential of gastruloid systems in illuminating current knowledge gaps in HSC specification.",10.1042/ETLS20230091,38095554,Hematopoietic Stem Cells; Hematopoiesis; Pluripotent Stem Cells; Adult Stem Cells,10754337.0,gastruloid
2023,Budesonide Analogues Preserve Stem Cell Pluripotency and Delay 3D Gastruloid Development.,"Amoroso Filomena, Ibello Eduardo, Saracino Federica, Cermola Federica, Ponticelli Giovanna, Scalera Enrica, Ricci Francesca, Villetti Gino, Cobellis Gilda, Minchiotti Gabriella, Patriarca Eduardo Jorge, De Cesare Dario, D'Aniello Cristina",Pharmaceutics,unspecified,,,,"Small molecules that can modulate or stabilize cell-cell interactions are valuable tools for investigating the impact of collective cell behavior on various biological processes such as development/morphogenesis, tissue regeneration and cancer progression. Recently, we showed that budesonide, a glucocorticoid widely used as an anti-asthmatic drug, is a potent regulator of stem cell pluripotency. Here we tested the effect of different budesonide derivatives and identified CHD-030498 as a more effective analogue of budesonide. CHD-030498 was able to prevent stem cell pluripotency exit in different cell-based models, including embryonic stem-to-mesenchymal transition, spontaneous differentiation and 3D gastruloid development, and at lower doses compared to budesonide.",10.3390/pharmaceutics15071897,37514083,,10383393.0,gastruloid
2023,Control of gastruloid patterning and morphogenesis by the Erk and Akt signaling pathways.,"Underhill Evan J, Toettcher Jared E","Development (Cambridge, England)",mouse,,AP axis / symmetry breaking; Elongation; Primitive streak / mesoderm induction; Germ layer specification,,"Many developmental processes rely on the localized activation of receptor tyrosine kinases and their canonical downstream effectors Erk and Akt, yet the specific roles played by each of these signals is still poorly understood. Gastruloids, 3D cell culture models of mammalian gastrulation and axial elongation, enable quantitative dissection of signaling patterns and cell responses in a simplified, experimentally accessible context. We find that mouse gastruloids contain posterior-to-anterior gradients of Erk and Akt phosphorylation induced by distinct receptor tyrosine kinases, with features of the Erk pattern and expression of its downstream target Snail exhibiting hallmarks of size-invariant scaling. Both Erk and Akt signaling contribute to cell proliferation, whereas Erk activation is also sufficient to induce Snail expression and precipitate profound tissue shape changes. We further uncover that Erk signaling is sufficient to convert the entire gastruloid to one of two mesodermal fates depending on position along the anteroposterior axis. In all, these data demonstrate functional roles for two core signaling gradients in mammalian development and suggest how these modules might be harnessed to engineer user-defined tissues with predictable shapes and cell fates.",10.1242/dev.201663,37590131,Animals; Mice; Proto-Oncogene Proteins c-akt; Signal Transduction; Receptor Protein-Tyrosine Kinases; Morphogenesis; Tyrosine; Mammals,11106667.0,gastruloid
2023,Stem cell-derived models of spinal neurulation.,"Mirdass Camil, Catala Martin, Bocel Mikaëlle, Nedelec Stéphane, Ribes Vanessa",Emerging topics in life sciences,both,,Elongation,,"Neurulation is a critical step in early embryonic development, giving rise to the neural tube, the primordium of the central nervous system in amniotes. Understanding this complex, multi-scale, multi-tissue morphogenetic process is essential to provide insights into normal development and the etiology of neural tube defects. Innovations in tissue engineering have fostered the generation of pluripotent stem cell-based in vitro models, including organoids, that are emerging as unique tools for delving into neurulation mechanisms, especially in the context of human development. Each model captures specific aspects of neural tube morphogenesis, from epithelialization to neural tissue elongation, folding and cavitation. In particular, the recent models of human and mouse trunk morphogenesis, such as gastruloids, that form a spinal neural plate-like or neural tube-like structure are opening new avenues to study normal and pathological neurulation. Here, we review the morphogenetic events generating the neural tube in the mammalian embryo and questions that remain unanswered. We discuss the advantages and limitations of existing in vitro models of neurulation and possible future technical developments.",10.1042/ETLS20230087,38087891,Mice; Animals; Humans; Neurulation; Neural Tube; Neural Tube Defects; Neural Plate; Stem Cells; Mammals,,gastruloid
2023,Modifying gastruloids to dissect mechanisms of tissue-specific induction.,"Turner David A, Nichols Jennifer",Current opinion in genetics & development,unspecified,,AP axis / symmetry breaking,,"How functional organisms arise from a single cell is a fundamental question in biology with direct relevance to understanding developmental defects and diseases. Dissecting developmental processes provides the basic, critical framework for understanding disease progression and treatment. Bottom-up approaches to recapitulate formation of various components of the embryo have been effective to probe symmetry-breaking, self-organisation, tissue patterning and morphogenesis. However, these studies have been mostly concerned with axial patterning, which is essentially longitudinal. Can these models generate the appendicular axes? If so, how far can self-organisation take these? Will experimentally induced organisers be required? This short review explores these questions, highlighting how minimal models are essential for understanding patterning and morphogenetic processes.",10.1016/j.gde.2023.102130,37897953,"Body Patterning; Morphogenesis; Embryo, Mammalian",,gastruloid
2023,The people behind the papers - Christopher Cooke and Naomi Moris.,,"Development (Cambridge, England)",mouse,,,,"Primordial germ cells (PGCs) are the precursors of gametes, and a presumptive PGC-like cell (PGCLC) population was recently identified in mouse gastruloids. A new paper in Development investigates this population in detail and offers new insight into the signals that contribute to PGC specification and maturation. To hear more about the story, we caught up with first author Christopher Cooke and corresponding author Naomi Moris, Group Leader at the Francis Crick Institute, UK.",10.1242/dev.202273,37694611,Animals; Mice; Germ Cells,,gastruloid
2023,Learning the mechanobiology of development from gastruloids.,"Lenne Pierre-François, Tlili Sham",Emerging topics in life sciences,unspecified,,,,"Gastruloids acquire their organization and shape through cell biochemical and mechanical activities. Such activities determine the physical forces and changes in material properties that transform simple spherical aggregates into organized tissues. In this Perspective, we discuss why the concepts and approaches of mechanobiology, a discipline that focuses on cell and tissue mechanics and its contribution to the organization and functions of living systems, are essential to the gastruloid field and, in turn, what gastruloids may teach us about mechanobiology.",10.1042/ETLS20230081,38054574,Biophysics; Embryonic Stem Cells,,gastruloid
2023,Multimodal characterization of murine gastruloid development.,"Suppinger Simon, Zinner Marietta, Aizarani Nadim, Lukonin Ilya, Ortiz Raphael, Azzi Chiara, Stadler Michael B, Vianello Stefano, Palla Giovanni, Kohler Hubertus, Mayran Alexandre, Lutolf Matthias P, Liberali Prisca",Cell stem cell,mouse,Wnt,AP axis / symmetry breaking; Elongation; Primitive streak / mesoderm induction; Inside-outside / radial patterning; Experimental variability / robustness,wnt,"Gastruloids are 3D structures generated from pluripotent stem cells recapitulating fundamental principles of embryonic pattern formation. Using single-cell genomic analysis, we provide a resource mapping cell states and types during gastruloid development and compare them with the in vivo embryo. We developed a high-throughput handling and imaging pipeline to spatially monitor symmetry breaking during gastruloid development and report an early spatial variability in pluripotency determining a binary response to Wnt activation. Although cells in the gastruloid-core revert to pluripotency, peripheral cells become primitive streak-like. These two populations subsequently break radial symmetry and initiate axial elongation. By performing a compound screen, perturbing thousands of gastruloids, we derive a phenotypic landscape and infer networks of genetic interactions. Finally, using a dual Wnt modulation, we improve the formation of anterior structures in the existing gastruloid model. This work provides a resource to understand how gastruloids develop and generate complex patterns in vitro.",10.1016/j.stem.2023.04.018,37209681,"Mice; Animals; Embryo, Mammalian; Primitive Streak; Pluripotent Stem Cells; Embryonic Development",10241222.0,gastruloid
2023,Generation of embryo-like structures from mouse embryonic stem cells treated with a chemical inhibitor of SUMOylation and cultured in microdroplets.,"Traboulsi Tatiana, Sart Sébastien, Baroud Charles N, Dejean Anne, Cossec Jack-Christophe",STAR protocols,mouse,,Experimental variability / robustness,,"The field of stem cell-based embryo-like models is rapidly evolving, providing in vitro models of in utero stages of mammalian development. Here, we detail steps to first establish adherent spheroids composed of three cell types from mouse embryonic stem cells solely treated with a chemical inhibitor of SUMOylation. We then describe procedures for generating highly reproducible gastruloids from these dissociated spheroid cells, as well as embryo-like structures comprising anterior neural and trunk somite-like regions using an optimized microfluidics platform. For complete details on the use and execution of this protocol, please refer to Cossec et al. (2023).<sup>1</sup>.",10.1016/j.xpro.2023.102573,37721864,"Animals; Mice; Mouse Embryonic Stem Cells; Sumoylation; Embryo, Mammalian; Microfluidics; Somites; Mammals",10518363.0,gastruloid
2023,Gastruloids - a minimalistic model to study complex developmental metabolism.,"Dingare Chaitanya, Steventon Ben",Emerging topics in life sciences,mammalian,,,,"Metabolic networks are well placed to orchestrate the coordination of multiple cellular processes associated with embryonic development such as cell growth, proliferation, differentiation and cell movement. Here, we discuss the advantages that gastruloids, aggregates of mammalian embryonic stem cells that self-assemble a rudimentary body plan, have for uncovering the instructive role of metabolic pathways play in directing developmental processes. We emphasise the importance of using such reductionist systems to link specific pathways to defined events of early mammalian development and their utility for obtaining enough material for metabolomic studies. Finally, we review the ways in which the basic gastruloid protocol can be adapted to obtain specific models of embryonic cell types, tissues and regions. Together, we propose that gastruloids are an ideal system to rapidly uncover new mechanistic links between developmental signalling pathways and metabolic networks, which can then inform precise in vivo studies to confirm their function in the embryo.",10.1042/ETLS20230082,38108463,Female; Pregnancy; Animals; Metabolomics; Cell Cycle; Cell Differentiation; Cell Movement; Cell Proliferation; Mammals,10754324.0,gastruloid
2023,The ever-growing world of gastruloids: autogenous models of mammalian embryogenesis.,"Sullivan Adrienne E, Santos Silvia Dm",Current opinion in genetics & development,mammalian,,Primitive streak / mesoderm induction,,"During early development, extrinsic cues prompt a collection of pluripotent cells to begin the extensive process of cellular differentiation that gives rise to all tissues in the mammalian embryo, a process known as gastrulation. Advances in stem cell biology have resulted in the generation of stem cell-based in vitro models of mammalian gastrulation called gastruloids. Gastruloids and subsequent gastruloid-based models are tractable, scalable and more accessible than mammalian embryos. As such, they have opened an unprecedented avenue for modelling in vitro self-organisation, patterning and fate specification. This review focuses on discussing the recent advances of this rapidly moving research area, clarifying what structures they model and the underlying signal hierarchy. We highlight the exciting potential of these models and where the field might be heading.",10.1016/j.gde.2023.102102,37604096,"Animals; Embryo, Mammalian; Gastrulation; Stem Cells; Mammals",,gastruloid
2023,In Vitro Embryogenesis and Gastrulation Using Stem Cells in Mice and Humans.,"Oh Seung Yeon, Na Seung Bin, Kang Yoo Kyung, Do Jeong Tae",International journal of molecular sciences,human,,Primitive streak / mesoderm induction; Germ layer specification,,"During early mammalian embryonic development, fertilized one-cell embryos develop into pre-implantation blastocysts and subsequently establish three germ layers through gastrulation during post-implantation development. In recent years, stem cells have emerged as a powerful tool to study embryogenesis and gastrulation without the need for eggs, allowing for the generation of embryo-like structures known as synthetic embryos or embryoids. These in vitro models closely resemble early embryos in terms of morphology and gene expression and provide a faithful recapitulation of early pre- and post-implantation embryonic development. Synthetic embryos can be generated through a combinatorial culture of three blastocyst-derived stem cell types, such as embryonic stem cells, trophoblast stem cells, and extraembryonic endoderm cells, or totipotent-like stem cells alone. This review provides an overview of the progress and various approaches in studying in vitro embryogenesis and gastrulation in mice and humans using stem cells. Furthermore, recent findings and breakthroughs in synthetic embryos and gastruloids are outlined. Despite ethical considerations, synthetic embryo models hold promise for understanding mammalian (including humans) embryonic development and have potential implications for regenerative medicine and developmental research.",10.3390/ijms241713655,37686459,Humans; Female; Pregnancy; Animals; Mice; Gastrulation; Embryonic Development; Embryonic Stem Cells; Embryo Implantation; Blastocyst; Mammals,10563085.0,gastruloid
2023,Gastruloid optimization.,"Avni Lara, Farag Naama, Ghosh Binita, Nachman Iftach",Emerging topics in life sciences,unspecified,,Germ layer specification; Experimental variability / robustness,,"The young field of gastruloids brings promise to modeling and understanding early embryonic development. However, being a complex model, gastruloids are prone to variability at different levels. In this perspective, we define the different levels of gastruloid variability, and parameters over which it can be measured. We discuss potential sources for variability, and then propose methods to better control and reduce it. We provide an example from definitive endoderm progression in gastruloids, where we harness gastruloid-to-gastruloid variation in early parameters to identify key driving factors for endoderm morphology. We then devise interventions that steer morphological outcome. A better control over the developmental progression of gastruloids will enhance their utility in both basic research and biomedical applications.",10.1042/ETLS20230096,37815089,Female; Pregnancy; Humans; Gastrula; Endoderm; Embryonic Development,10754328.0,gastruloid
2023,Gastruloids: A Novel System for Disease Modelling and Drug Testing.,"Amel Atoosa, Rossouw Simoné, Goolam Mubeen",Stem cell reviews and reports,mammalian,,,,"By virtue of its inaccessible nature, mammalian implantation stage development has remained one of the most enigmatic and hard to investigate periods of embryogenesis. Derived from pluripotent stem cells, gastruloids recapitulate key aspects of gastrula-stage embryos and have emerged as a powerful in vitro tool to study the architectural features of early post-implantation embryos. While the majority of the work in this emerging field has focused on the use of gastruloids to model embryogenesis, their tractable nature and suitability for high-throughput scaling, has presented an unprecedented opportunity to investigate both developmental and environmental aberrations to the embryo as they occur in vitro. This review summarises the recent developments in the use of gastruloids to model congenital anomalies, their usage in teratogenicity testing, and the current limitations of this emerging field.",10.1007/s12015-022-10462-5,36308705,"Animals; Gastrula; Embryo, Mammalian; Embryonic Development; Pluripotent Stem Cells; Mammals",,gastruloid
2022,A combined human gastruloid model of cardiogenesis and neurogenesis.,"Olmsted Zachary T, Paluh Janet L",iScience,human,,Elongation,,"Multi-lineage development from gastruloids is enabling unprecedented opportunities to model and study human embryonic processes and is expected to accelerate <i>ex vivo</i> strategies in organ development. Reproducing human cardiogenesis with neurogenesis in a multi-lineage context remains challenging, requiring spatiotemporal input of paracrine and mechanical cues. Here we extend elongating multi-lineage organized (EMLO) gastruloids to include cardiogenesis (EMLOC) and describe interconnected neuro-cardiac lineages in a single gastruloid model. Contractile EMLOCs recapitulate numerous interlinked developmental features including heart tube formation and specialization, cardiomyocyte differentiation and remodeling phases, epicardium, ventricular wall morphogenesis, chamber-like structures and formation of a putative outflow tract. The EMLOC cardiac region, which originates anterior to gut tube primordium, is progressively populated by neurons in a spatial pattern mirroring the known distribution of neurons in the innervated human heart. This human EMLOC model represents a multi-lineage advancement for the study of coincident neurogenesis and cardiogenesis.",10.1016/j.isci.2022.104486,35721464,,9198845.0,gastruloid
